Transformer,3000,8.42650933918776e-06,6.670461516478099e-07,6.670463221780665e-07,0.09154318273067474,0.034508319854736326,2.4904342293739314,3.042343318462372,161
LSTM,3000,7.832840509536254e-08,6.67046094804391e-07,6.670462653346476e-07,0.09154317528009415,0.013585375785827638,2.4904342293739314,3.042343318462372,161
MLP,3000,1.2690024675521272e-07,6.671013466075237e-07,6.671387495771341e-07,0.09154310822486877,0.0015769920349121094,3.4408055782318114,3.982106828689574,231
Transformer,15000,6.342476694953803e-07,6.670461516478099e-07,6.670463221780665e-07,0.09154317528009415,0.18770326232910156,2.4904342293739314,3.042343318462372,161
MLP,15000,3.6570691008819267e-07,6.934156431270821e-07,6.934156431270821e-07,0.09154300391674042,0.0030122559070587156,30.90146150588989,33.33852958679186,451
LSTM,15000,5.239514848653926e-06,5.5235955187527e-06,5.5235955187527e-06,0.09154801070690155,0.0513590087890625,2.5324201464653013,3.070841658115387,999
Transformer,0.001,20000,3.0170888010161434e-08,6.67046094804391e-07,6.670463221780665e-07,0.09154318273067474,0.26160504150390623,2.4904342293739314,3.042343318462372,161
LSTM,0.001,20000,2.0489004270984879e-07,8.088057370514434e-07,8.088057370514434e-07,0.09154576808214188,0.07523833465576171,41.834659576416016,37.88502883911133,999
MLP,0.001,20000,8.53999335959088e-06,6.670253469565068e-07,6.670589982604724e-07,0.09154276549816132,0.0023197760581970214,2.70247523188591,3.407727092504501,301
Transformer,0.001,30000,2.0444538222363917e-06,6.670461516478099e-07,6.670462653346476e-07,0.09154317528009415,0.4148193054199219,2.4904342293739314,3.042343318462372,161
LSTM,0.001,30000,3.583672310014663e-07,6.670461516478099e-07,6.670462084912288e-07,0.09154317528009415,0.10334236907958984,2.4904342293739314,3.042343318462372,121
MLP,0.001,30000,3.259082177464734e-07,6.687267841698485e-07,6.687267841698485e-07,0.0915423259139061,0.003955296039581299,5.852539896965027,7.479438155889511,431
Transformer,0.001,40000,2.700796130739036e-06,6.670462084912288e-07,6.670462653346476e-07,0.09154318273067474,0.565668212890625,2.4904342293739314,3.042343318462372,201
LSTM,0.001,40000,6.404778929436361e-08,6.670461516478099e-07,6.670462084912288e-07,0.09154318273067474,0.13508950805664063,2.4904342293739314,3.042343318462372,161
MLP,0.001,40000,1.513474359171596e-07,6.708822866130504e-07,6.708822866130504e-07,0.09154068678617477,0.0015362240076065065,11.126090908050536,12.314237785339342,271
Transformer,0.001,50000,6.645929317983246e-08,6.67046094804391e-07,6.670464358649042e-07,0.09154318273067474,0.7175626220703125,2.4904342293739314,3.042343318462372,121
LSTM,0.001,50000,8.397871170018334e-06,6.72467763251916e-07,6.72467763251916e-07,0.09154319763183594,0.1679069061279297,2.4911512970924377,3.0575646281242372,121
MLP,0.001,50000,4.227684868851611e-08,6.671447749795334e-07,6.671447749795334e-07,0.09154235571622849,0.0016162240505218507,3.0982770204544066,3.841298460960388,231
Transformer,0.005,15000,8.33099602459697e-06,6.670461516478099e-07,6.670464358649042e-07,0.09154317528009415,0.1925061798095703,2.4904342293739314,3.042343318462372,121
LSTM,0.005,15000,9.428761416074849e-08,6.670461516478099e-07,6.670463221780665e-07,0.09154318273067474,0.04903683090209961,2.4904342293739314,3.042343318462372,121
MLP,0.005,15000,5.3807276856332464e-08,6.801272434131533e-07,6.801272434131533e-07,0.09153816848993301,0.0016536320447921753,19.6330659866333,20.684528493881224,221
Transformer,0.005,20000,8.672499461681582e-06,6.67046094804391e-07,6.670462653346476e-07,0.09154317528009415,0.26331756591796873,2.4904342293739314,3.042343318462372,121
LSTM,0.005,20000,1.2391284144541714e-05,4.682215603679651e-06,4.682215603679651e-06,0.09154719114303589,0.07091251373291016,2.491878640651702,3.061231482028961,999
MLP,0.005,20000,8.675353456055745e-06,6.919395900695235e-07,7.064480769258807e-07,0.09154576063156128,0.0036418240070343016,24.72121388912199,40.144068682193755,221
Transformer,0.005,30000,7.748353141323605e-07,6.670461516478099e-07,6.670463221780665e-07,0.09154317528009415,0.41425860595703123,2.4904342293739314,3.042343318462372,201
LSTM,0.005,30000,8.374757271667477e-06,6.670461516478099e-07,6.670464358649042e-07,0.09154318273067474,0.10277686309814453,2.4904342293739314,3.042343318462372,201
MLP,0.005,30000,3.281691363099526e-07,6.679834427814058e-07,6.679834427814058e-07,0.09154188632965088,0.0013778879642486572,6.089717555046081,6.859857559204102,241
Transformer,0.005,40000,4.377109164011017e-08,6.670461516478099e-07,6.670464358649042e-07,0.09154317528009415,0.56385009765625,2.4904342293739314,3.042343318462372,121
LSTM,0.005,40000,5.4348753053545806e-08,6.670461516478099e-07,6.670462084912288e-07,0.09154317528009415,0.13239631652832032,2.4904342293739314,3.042343318462372,121
MLP,0.005,40000,1.1623606077648674e-08,6.693599630125391e-07,6.693599630125391e-07,0.09154056012630463,0.0015489920377731324,8.902069115638731,9.558838701248169,231
