LSTM,0.01,20000,2.0842395864750785e-10,6.670462850818723e-07,6.670462850818723e-07,3.534093712120878e-10,383.93979239463806,0.07148236846923828,2.412195270508528,2.877752113342285,1.809288,1.5010849,36,2,False
Transformer,0.01,20000,1.9013230989628482e-09,6.670462362936419e-07,6.670463073600585e-07,3.976154960838585e-10,238.5849814414978,0.024557568311691282,2.4826238632202147,2.9612770318984984,1.809288,1.5001796,36,2,False
