"model_type	",learing rate,"num_params	","training_loss	","best_loss	","val_loss	","test_loss	","inf_time	","kaggle_score	","kaggle_test_score	",epochs
Transformer,0.001,15000,6.34E-07,6.67E-07,6.67E-07,0.091543175,0.187703262,2.490434229,3.042343318,161
MLP,0.001,15000,3.66E-07,6.93E-07,6.93E-07,0.091543004,0.003012256,30.90146151,33.33852959,451
LSTM,0.001,15000,5.24E-06,5.52E-06,5.52E-06,0.091548011,0.051359009,2.532420146,3.070841658,999
Transformer,0.001,20000,3.02E-08,6.67E-07,6.67E-07,0.091543183,0.261605042,2.490434229,3.042343318,161
LSTM,0.001,20000,2.05E-07,8.09E-07,8.09E-07,0.091545768,0.075238335,41.83465958,37.88502884,999
MLP,0.001,20000,8.54E-06,6.67E-07,6.67E-07,0.091542765,0.002319776,2.702475232,3.407727093,301
Transformer,0.001,30000,2.04E-06,6.67E-07,6.67E-07,0.091543175,0.414819305,2.490434229,3.042343318,161
LSTM,0.001,30000,3.58E-07,6.67E-07,6.67E-07,0.091543175,0.103342369,2.490434229,3.042343318,121
MLP,0.001,30000,3.26E-07,6.69E-07,6.69E-07,0.091542326,0.003955296,5.852539897,7.479438156,431
Transformer,0.001,40000,2.70E-06,6.67E-07,6.67E-07,0.091543183,0.565668213,2.490434229,3.042343318,201
LSTM,0.001,40000,6.40E-08,6.67E-07,6.67E-07,0.091543183,0.135089508,2.490434229,3.042343318,161
MLP,0.001,40000,1.51E-07,6.71E-07,6.71E-07,0.091540687,0.001536224,11.12609091,12.31423779,271
Transformer,0.001,50000,6.65E-08,6.67E-07,6.67E-07,0.091543183,0.717562622,2.490434229,3.042343318,121
LSTM,0.001,50000,8.40E-06,6.72E-07,6.72E-07,0.091543198,0.167906906,2.491151297,3.057564628,121
MLP,0.001,50000,4.23E-08,6.67E-07,6.67E-07,0.091542356,0.001616224,3.09827702,3.841298461,231
Transformer,0.005,15000,8.33E-06,6.67E-07,6.67E-07,0.091543175,0.19250618,2.490434229,3.042343318,121
LSTM,0.005,15000,9.43E-08,6.67E-07,6.67E-07,0.091543183,0.049036831,2.490434229,3.042343318,121
MLP,0.005,15000,5.38E-08,6.80E-07,6.80E-07,0.091538168,0.001653632,19.63306599,20.68452849,221
Transformer,0.005,20000,8.67E-06,6.67E-07,6.67E-07,0.091543175,0.263317566,2.490434229,3.042343318,121
LSTM,0.005,20000,1.24E-05,4.68E-06,4.68E-06,0.091547191,0.070912514,2.491878641,3.061231482,999
MLP,0.005,20000,8.68E-06,6.92E-07,7.06E-07,0.091545761,0.003641824,24.72121389,40.14406868,221
Transformer,0.005,30000,7.75E-07,6.67E-07,6.67E-07,0.091543175,0.414258606,2.490434229,3.042343318,201
LSTM,0.005,30000,8.37E-06,6.67E-07,6.67E-07,0.091543183,0.102776863,2.490434229,3.042343318,201
MLP,0.005,30000,3.28E-07,6.68E-07,6.68E-07,0.091541886,0.001377888,6.089717555,6.859857559,241
Transformer,0.005,40000,4.38E-08,6.67E-07,6.67E-07,0.091543175,0.563850098,2.490434229,3.042343318,121
LSTM,0.005,40000,5.43E-08,6.67E-07,6.67E-07,0.091543175,0.132396317,2.490434229,3.042343318,121
MLP,0.005,40000,1.16E-08,6.69E-07,6.69E-07,0.09154056,0.001548992,8.902069116,9.558838701,231
Transformer,0.005,50000,2.97E-08,6.67E-07,6.67E-07,0.091543175,0.703593445,2.490434229,3.042343318,141
LSTM,0.005,50000,4.09E-09,6.67E-07,6.67E-07,0.091543175,0.167622589,2.491151297,3.057564628,161
MLP,0.005,50000,8.87E-08,6.67E-07,6.67E-07,0.091542929,0.001258528,2.847203183,3.507821178,241
Transformer,0.01,15000,3.24E-07,6.67E-07,6.67E-07,0.091543183,0.185902328,2.490434229,3.042343318,121
LSTM,0.01,15000,3.11E-07,7.22E-07,7.22E-07,0.091543235,0.05305344,2.491151297,3.057564628,201
MLP,0.01,15000,3.36E-08,6.67E-07,6.67E-07,0.091542967,0.003811904,2.855923575,3.41730563,231
Transformer,0.01,20000,1.39E-08,6.67E-07,6.67E-07,0.091543175,0.258145325,2.490434229,3.042343318,141
LSTM,0.01,20000,3.16E-08,6.67E-07,6.67E-07,0.091543175,0.068807518,2.490434229,3.042343318,161
MLP,0.01,20000,8.62E-06,6.67E-07,6.67E-07,0.091543093,0.001515936,2.763985831,3.408322102,241
Transformer,0.01,30000,2.62E-07,6.67E-07,6.67E-07,0.091543175,0.407472504,2.490434229,3.042343318,131
LSTM,0.01,30000,1.37E-07,6.67E-07,6.67E-07,0.091543175,0.103182114,2.490434229,3.042343318,161
